,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,description,Days_in_TopTrending,like_rate,willing_to_like,willing_to_comment,like_or_not,category,sub_category
47,yBXcNcBnImc,2018-01-23 00:00:00,The Most Expensive Countries To Buy Cool Used Cars,Car Throttle,2,2018-01-17 19:28:07,"Carthrottle|""car throttle""|""GT-R""|""Alex Kersten""|""370z""|""E92""|""S2000""|""E46""|""M3""|""EP3""|""Expensive cars""|""Maserati""|""Porsche""|""MX5""|""Money""",277651,8833,194,5592,"The used car market in the UK is one of the best in the world, where awesome cars cost peanuts and variety is king. So we wondered...where are some of the most expensive places to buy used cars?\nSubscribe to Car Throttle: http://bit.ly/CTSubscribe\n\n----- Follow Car Throttle -----\n\nSubscribe to Car Throttle: http://bit.ly/CTSubscribe\n\nOn our website: http://www.carthrottle.com\nOn Facebook: http://www.facebook.com/carthrottle\nOn Twitter: http://www.twitter.com/carthrottle\n\n----- Music by -----\n\nMusic by Ninety9Lives\nEvence - Falling\nVideo: http://youtu.be/Rc0LVEtHQRI\nDownload / Stream: http://99l.tv/FallingYU\n\n----- Credits -----\n\n“Singapore Panorama v2.jpg” by Someformofhuman\nhttps://commons.wikimedia.org/wiki/File:Singapore_Panorama_v2.jpg\n\n“£’s” by Petras Gagilas\nhttps://www.flickr.com/photos/gagilas/27259828586",5,0.9785089176913704,0.0325120384943688,0.020140392074943,1,Autos & Vehicles,great cars series
48,fQvGSkTYJSE,2017-11-23 00:00:00,Elon Musk Gives First Look At Tesla's Electric Semi,Tech Insider,2,2017-11-17 14:36:39,"Tech Insider|""TI""|""Tech""|""Science""|""Innovation""|""Digital culture""|""Design""|""Technology""|""Tesla""|""Elon Musk""|""Tesla Motors""|""Semi truck""|""Electric truck""|""Cars""|""Truck""|""Transportation""|""Electric semi truck""|""Tesla truck""",836305,9164,664,3133,"Tesla CEO Elon Musk promised the company's first electric semi-truck would be mind-blowing, and he delivered. \n\nMusk took the wraps off the big rig on Thursday at Tesla's Design Studio in Hawthorne, California, and the vehicle's design was definitely what got the most attention. \n\nThe semi can go 0-60 mph in five seconds without a trailer attached. \n\nThe big rig has an impressive range of 500 miles per charge. With 80,000 pounds of cargo, it can make the same run in just 20 seconds. It can charge up to 400 miles in just 30 minutes when using a Megacharger, which is a new high-speed charger.\n\nThe interior of the vehicle is minimalistic and designed around the comfort of the driver. The driver position is placed in the center of the vehicle, instead of on the left side. This helps provide greater visibility to the driver, Musk said. The cabin is also spacious enough for the driver to stand.\n\nTesla will begin production of the vehicle in 2019. The company is currently taking reservations for the semi, but a deposit will set buyers back $5,000.\n\nRead more: http://www.businessinsider.com/sai\n\nFACEBOOK: https://www.facebook.com/techinsider\nTWITTER: https://twitter.com/techinsider\nINSTAGRAM: https://www.instagram.com/tech_insider/",5,0.9324379324379324,0.0117516934611176,0.003746240904933,1,Autos & Vehicles,great cars series
49,obkLDeO58Wo,2018-01-14 00:00:00,Watch the ALL-NEW BMW M5 refuel mid-drift to take TWO GUINNESS WORLD RECORDS™ titles,BMW USA,2,2018-01-08 23:10:57,"BMW|""BMWUSA""|""all-new M5""|""M5""|""BMW M""|""drift""|""drifting""|""BMWM5""|""stunt""|""refuel""|""skidpad""|""skid""|""record""|""worldrecord""|""guinness book""|""guinness world record""|""M5Drift""",1198379,10795,287,796,"It’s time to take the GUINNESS WORLD RECORDS™ title for the longest vehicle drift in 8 hours. Please join BMW in commending World Record Driver Johan Schwartz, Refuel Driver Matt Mullins, and Refueler Matt Butts, for a triumphant performance. To learn more about the All-New M5, visit http://BMWUSA.com/M5",5,0.9741021476267822,0.0092474918202004,0.0006642305981663,1,Autos & Vehicles,great cars series
50,PoNWU2cox9w,2017-11-14 00:00:00,Inside Keanu Reeves' Custom Motorcycle Shop | WIRED,WIRED,2,2017-11-08 15:00:27,"keanu reeves|""keanu""|""the matrix""|""john wick""|""john wick 2""|""arch motorcycles""|""krgt-1""|""motorcycle""|""harley""|""chopper""|""norton""|""triumph""|""virtual reality""|""vr""|""htc vive""|""augmented realty""|""design""|""california cruiser""|""arch s1""|""arch 143""|""keanu reeves motorcycle""|""keanu reeves vr""|""vive""|""keanu motorcycle""|""keanu reeves cool""|""wired""|""arch""|""gard hollinger""|""keanu reeves interview""|""keanu reeves nice""|""bike""|""custom bike""|""custom motorcycle""|""oculus""|""motorcycle building""|""wired.com""",704363,16352,224,841,"Keanu Reeves gives Wired a tour of Arch Motorcycle, where he and co-founder Gard Hollinger build and design totally custom bikes with the help of virtual reality. Donning the HTC Vive, Keanu has the ability to look at prototypes of his bikes standing next to each other without actually building them. \n\nStill haven’t subscribed to WIRED on YouTube? ►► http://wrd.cm/15fP7B7",5,0.9864864864864864,0.0235333201772381,0.0011939866233745,1,Autos & Vehicles,bike/motorcycle
51,VSVXhc5LlII,2017-11-20 00:00:00,"The Crazy 5,000hp Devel Sixteen is REAL! | FIRST LOOK",Shmee150,2,2017-11-14 18:00:02,"Devel|""Sixteen""|""Devel Sixteen""|""Hypercar""|""Drag Racer""|""5000hp""|""Crazy""|""Fast""|""Ridiculous""|""Insane""|""Dubai""|""UAE""|""Motorshow""|""Launch""|""Premiere""|""Dubai Motorshow""|""DIMS""|""Exclusive""|""Introduction""|""Intro""|""V16""|""5000bhp""|""Fastest""|""Top Speed""|""Record""|""Shmee""|""Shmee150""",451675,7014,579,1833,"It may be crazy, but it's happening! Four years after the surprise reveal and my hugely viral video, we're back for the presentation of the revised Devel Sixteen with a 12.3l V16 and quad turbochargers that is potentially capable of 5,000 horsepower... Just to double check you read that right, not 500, literally 5,000 with three zeros!\n\nTaking the philosophy of drag racer, the car has a hugely long wheelbase and comes with three various states of engine configuration; a 2,000hp V8 setup, a 3,000hp V8 racing level and then the full-hog 5,000hp quad turbo V16 if you want to go completely bonkers. With the presentation also featuring the original prototype, it was fun to be reunited but move focus to the latest version of a potential production concept. Equally on the stand we find the Devel 60; a 6-wheeler portal axle equipped monster of an off-roader. In this case powered by a 6.7l turbo diesel V8 with 720hp and over 1,000nm.\n\nEnzo Ferrari once said If you can dream, you can do it and the team behind Devel Sixteen aren't holding back in their quest to create the dream hypercar.\n\nThanks for watching, Tim\n\nSubscribe: http://bit.ly/Shmee150YT\nWebsite: http://www.shmee150.com\nFacebook: http://www.fb.com/shmee150\nInstagram: http://www.instagram.com/shmee150",5,0.9237455551165548,0.0168107599490784,0.0040582277079758,1,Autos & Vehicles,great cars series
52,PtPNGls_sUg,2018-01-21 00:00:00,Most Interesting Electric SUV at CES 2018,WHAT'S INSIDE? FAMILY,2,2018-01-15 15:50:05,"ces 2018|""byton""|""ces""|""electric cars""|""cars""|""ev""|""electric vehicle""|""ces 2018 electric cars""|""concept car""|""automotive""|""byton ces 2018""|""byton electric car""|""electric""|""byton ces""|""electric car""|""electric car news""|""tesla""|""byton suv""|""byton car""|""concept cars""|""e for electric""|""car tech""|""byton unveiling""|""byton vs tesla""|""byton concept""|""byton concept suv""|""electric suv""|""chinese""|""2018""|""future cars""|""byton concept ev""|""review""|""future""|""technology""|""tech""|""test""|""vehicles""",92161,2113,119,350,"The Byton Concept production aimed at late 2019 has potential to shake up the EV Market. Mercedes EQ car may come out first, here is our ride in that: https://youtu.be/vYZGKHc2zdY\n\nHere is another EV Car review from CES: https://youtu.be/iDzKzBVbfm8",5,0.94668458781362,0.0242184872125953,0.0037977018478532,1,Autos & Vehicles,great cars series
53,0Nip-J6u8C0,2018-01-21 00:00:00,Wallaby on Harbour Bridge,Business InsiderAu,2,2018-01-15 21:19:55,"Wallaby|""Australian wildlife""|""NSW police""|""Sydney""",13458,38,14,0,A rock wallaby crossed the Sydney Harbour Bridge early on January 16. It's believed to have come from a golf course on 3km away on the northern side of the bridge. Footage courtesy of the NSW Police,5,0.7307692307692307,0.0038638727894189,0.0,0,Autos & Vehicles,
54,9U2kr_QfhoQ,2017-12-13 00:00:00,Second-hand cars - transforming old Ford Mustangs into high-end watches,Ford Europe,2,2017-12-08 10:36:15,"yt:cc=on|""Ford Mustang""",13832,78,8,2,"REC Watches take Ford Mustangs that are beyond repair and give them a new lease of life, turning rusting hulks of metal in to stylish watches with a history and story worth dying for. http://ford.to/MustangWatch\n___\nFollow Ford Europe on social media: \n▶ YouTube Sub' 👉 http://ford.to/FordEUsubscribe\n▶ Collections 👉 http://ford.to/FordEUcollections\n▶ Google+ 👉 http://ford.to/FordEuGooglePlus\n▶ Instagram 👉 http://ford.to/FordEUgrams\n▶ Twitter 👉 http://ford.to/FordEUtweets\n\nTake a look at the awesome REC watches Ford Mustang range: https://www.recwatches.com/collections/p51",4,0.9069767441860463,0.0062174667437825,0.0001445922498554,1,Autos & Vehicles,great cars series
55,SETyZLN0UmI,2017-12-22 00:00:00,The Next Century of Chevy Trucks Starts Here | Chevrolet,Chevrolet,2,2017-12-17 03:53:51,"Chevy|""Chevrolet""|""Chevy Trucks""|""Chevy Silverado""|""Texas Motor Speedway""|""Chevy Centennial""|""Next Generation Silverado""|""2019 Silverado""|""All New Silverado""",88143,621,80,193,"100 years, over 85 million trucks built, and it all leads up to this. To commemorate the ending of one era and the beginning of another, we brought our most loyal owners out to the Texas Motor Speedway for a celebration 100 years in the making.\n\nHere’s to the next 100. \n\nExplore the next-generation Silverado: http://www.chevrolet.com/upcoming-vehicles/all-new-2019-silverado\n\nConnect with Chevy: https://www.chevrolet.com \nFacebook:  https://www.facebook.com/chevytrucks  \nTwitter:  https://twitter.com/chevytrucks\nInstagram:  https://www.instagram.com/chevrolet/",4,0.8858773181169758,0.0079529854894886,0.0021896236797023,0,Autos & Vehicles,great cars series
56,ZXEmAGAV8kA,2018-01-20 00:00:00,Detroit Auto Show 2018: Press Day 1 - World debuts of new cars,Roadshow,2,2018-01-15 22:48:11,"Roadshow|""Detroit Auto Show""|""CNET.com""|""CNET Live""|""Roadshow Live""|""Brian Cooley""|""Tim Stevens""|""The Detroit Auto Show 2018""|""Auto Show 2018""|""NAIAS 2018""|""Car Tech""|""automobile tech""|""auto tech""|""self driving cars""|""car automation""|""luxury car technology""",56317,536,136,28,"Video starts at 11:24\nIt's the 201​8 Detroit Auto Show. Roadshow ​is here​, live streaming press conferences from 11 major carmakers: Lexus, RAM, BMW, VW, Nissan, Acura, Kia, Hyundai, Infiniti, Toyota and GAC. Our live coverage starts at 8:15 a.m. ET, hosted by Tim Stevens, editor-in-chief of Roadshow, and Brian Cooley, editor-at-large at CNET. So start your engines for Roadshow, powered by CNET -- you're going to want to stay tuned all day.\n\nSubscribe to Roadshow: http://bit.ly/1Z3Ff7G\nVisit us online at http://www.TheRoadshow.com\nTwitter @Roadshow : https://www.twitter.com/Roadshow\nIG @RoadshowAutos : https://www.instagram.com/RoadshowAutos\nFacebook: https://www.facebook.com/RoadshowAutos/",4,0.7976190476190477,0.0119324537883765,0.0004971855745156,0,Autos & Vehicles,great cars series
57,8U-7F0QfLCE,2018-01-21 00:00:00,2019 Toyota Avalon – Redline: First Look – 2018 NAIAS,Redline Reviews,2,2018-01-16 03:38:12,"2019 Toyota Avalon|""Toyota Avalon""|""Toyota""|""Avalon""|""sofyan bey""|""redline""|""redline reviews""|""2theredline""|""2theredlinellc""|""naias""|""2018 naias""",125806,1851,96,635,"With full-size sedan sales dropping over the years, an all-new Avalon is certainly a shocker this year. This 2019 version switches over to the wonderful tNGA platform as the Camry and introduces sleek styling that has never been seen on any Avalon. It should do well for Toyota sedan shoppers looking for a bit more than a Camry.",4,0.950693374422188,0.0154762094017773,0.0050474540165015,1,Autos & Vehicles,great cars series
58,OblwxqKPyLg,2018-02-04 00:00:00,Ref to the Rescue | 2018 Kona | Hyundai NFL Super Bowl LII,HyundaiUSA,2,2018-01-30 15:48:51,"Hyundai|""Hyundai Kona""|""new Hyundai Kona""|""Kona""|""red Kona""|""SUV""|""small SUV""|""first-ever Hyundai Kona""|""Hyundai Blue Link""|""Kona Blue Link""|""Hyundai tech""|""Super Bowl LLI""|""Tinny Legs""|""Super Bowl Commercial""|""2018 Super Bowl""|""Red Card""|""High Five""|""POI Search""|""Point of Interest""|""Ref""|""Referee""|""Search""|""soccer""|""kids""|""parents""|""red cards""|""red card""|""super bowl""|""super bowl 52""|""game over""|""save the day""|""charley’s sports grill""|""too cute""|""you know what you did""|""twins""|""can’t tell them apart either""|""NFL""",1314567,230,34,40,"This is for all the parents who want to be in two places at once – and how a special referee and his Hyundai Kona became the unlikely hero that came in and saved the day. The first-ever Hyundai Kona SUV.\n\nLearn more at: https://hyundaius.co/2GrpoZQ\n\nConnect with Hyundai online.\nWebsite: https://www.hyundaiusa.com\nFacebook: https://www.facebook.com/Hyundai/ \nTwitter: https://twitter.com/Hyundai \nInstagram: https://www.instagram.com/hyundaiusa/?hl=en\nSubscribe to Hyundai on YouTube for more of our how-to’s, commercials and latest videos: https://www.youtube.com/user/HyundaiUSA",4,0.8712121212121212,0.0002008265839626,3.042827029736788e-05,0,Autos & Vehicles,great cars series
59,AhIh8lLYzLo,2018-01-19 00:00:00,2019 Chevrolet Silverado First Look - 2018 Detroit Auto Show,AutoGuide.com,2,2018-01-14 18:47:08,"AutoGuide|""Car""|""Automotive""|""Automobile (industry)""|""Drive""|""vehicle""|""Chevrolet""|""Silverado""|""Chevrolet SIlverado""|""Truck""|""Chevy""|""Chevy Silverado""|""Chevrolet Truck""|""Pickup Truck""|""Pickup""|""Trucks""|""Silverado debut""|""2019 Chevrolet Silverado""|""New Silverado""|""Chevy Pickup""|""Detroit Auto Show""|""2018 Detroit Auto Show""|""NAIAS""|""2018 NAIAS""|""New Truck""|""Silverado First Look""|""Duramax""|""Silverado Diesel""|""GM""|""General Motors""",61652,533,74,301,"The 2019 Chevrolet Silverado has made its official debut, dropping 450 lbs over the outgoing model and adding a diesel engine option.\n\nAvailable engines for the all-new Silverado include heavily updated versions of the 5.3-liter and 6.2-liter Small Block, along with an all-new 3.0-liter inline-six Duramax diesel engine. General Motors didn’t share details on the diesel’s power output, but head of GM product development, Mark Reuss, assured us it would be more powerful than Ford’s new diesel in the F-150. The diesel and the 6.2 will be available with GM’s new Hydramatic 10-speed automatic transmission, while the 5.3 will come with the eight-speed.\n\nThe significant 450 lbs in weight savings come thanks to the use of aluminum in the hood, doors and rear liftgate. The vehicle’s ‘safety cage’ also uses seven different grades of steel to offer a good mix of lightness and strength. Furthermore, the front upper control arms are made of aluminum, while the rear springs are made of a new carbon-composite material, which shaves more pounds from the pickup.\n\nSubscribe\nhttp://www.youtube.com/subscription_center?add_user=AutoGuideVideo\n\nYouTube - http://www.youtube.com/user/AutoguideVideo\nFacebook - http://facebook.com/AutoGuide\nTwitter - http://twitter.com/AutoGuide\nGoogle+ - http://goo.gl/LBxsP\nWeb - http://www.AutoGuide.com\n\nAutoGuide reviews the latest new cars with test drives, car comparisons and shootouts plus coverage of breaking auto industry news, auto shows, rumors and spy photos. Help shop for your new car with informative car buying tips and car recall news, and be entertained with feature stories, Top 10s and car review videos.",4,0.8780889621087314,0.0098455848958671,0.0048822422630247,0,Autos & Vehicles,great cars series
60,qxVQ7ZEG1RU,2018-01-09 00:00:00,New Year's Eve Penske Peel at the 11foot8 bridge,yovo68,2,2018-01-04 00:46:33,"11foot8|""low clearance crash""|""truck crash""|""train trestle""|""Durham""",380530,3836,187,2034,"On New Year's Eve 2017, the bridge got another holiday feast, peeling the top off another Penske rental truck. The driver left the scene of the accident after a few Minutes and left the busted truck sitting there in the middle of a busy city road without hazard lights on or any attempt at securing the accident. Later, the Police had to extract the truck from under the bridge. Not sure what the deal was with that.",4,0.9535172756649268,0.0105720968123406,0.0053451764644049,1,Autos & Vehicles,accident
61,FvoPOdop0hA,2017-11-21 00:00:00,Small Truck VS  Strong Wind,Video Library,2,2017-11-16 15:02:36,"2017|""trending""|""Featured""|""Trucks""|""viralhog""|""Weather""|""Croatia""|""windy""|""small""|""truck""|""strong""|""driving""|""blow""",13659,7,2,5,"Occurred on November 12, 2017 / Bakar, Croatia\n\nThe driver of small truck went through event when that section of road was closed for trucks due to extreme wind, but manages to hold its truck on two wheels and not tip it on the side.\n\nVideographer: Daniel Draca\n\n\nTO SEE THE HOTTEST VIRAL VIDEOS DAILY...\nSubscribe to us on YouTube: https://goo.gl/A0gBKk\nLike us on Facebook: https://goo.gl/XQWqJt\nFollow us on Instagram: https://goo.gl/NMq8dl\nFollow us on Twitter: https://goo.gl/pF8Xop\n\nViralHog is the resource for the best viral content.  \nSubmit your own great video and make money: https://goo.gl/yejGkm\n\nContact licensing@viralhog.com to license this or any ViralHog video.",4,0.7777777777777778,0.0006589062156819,0.0003660590087122,0,Autos & Vehicles,accident
62,oB3SAI2oCqk,2017-11-14 00:00:00,Caterham Chris Hoy 60 Second Donut Challenge,Caterham Cars,2,2017-11-09 09:59:31,"Caterham|""Chris Hoy""|""Caterham Seven""|""Avon Tyres""|""Caterham 7""|""Seven 620R""|""Caterham 620R""",4850,22,1,1,"Olympic legend Sir Chris Hoy is no stranger when it comes to record-breaking achievements on two wheels, but now the Scot can lay claim to his first record on four wheels.  Joining Caterham to celebrate 60 years of the Seven, Sir Chris took on the ‘60 Second Donut Challenge’ at Donington Park. Watch to find out how many he completed.\n\nTo find out more about Caterham visit: https://tinyurl.com/ybvgpbfq",4,0.9565217391304348,0.0047422680412371,0.0002061855670103,1,Autos & Vehicles,
63,kIUHDwn51y8,2017-11-18 00:00:00,Evolution of the Jeep 4x4 Utility Vehicle | Donut Media,Donut Media,2,2017-11-13 15:00:05,"Jeep|""jeep wrangler""|""jeep 4x4""|""jeep cj""|""cj-7""|""cj-5""|""jeep renagade""|""wrangler""|""off-roading""|""four wheel drive""|""4x4""|""lifted truck""|""utility vehicle""|""military vehicle""|""rock crawling""|""desert racing""|""camping vehicle""|""jeep sahara""|""lifted jeep""|""mudding""|""sand dunes""|""hunting""|""fishing""|""camping""|""classic car""|""evolution""",136837,2504,39,505,"The original 4x4 utility vehicle by Jeep.  \n\nFirst manufactured during World War II, it evolved post-war into the civilian Jeep CJ, and inspired both an entire category of recreational 4WDs and several generations of military light utility vehicles.\n\nWhat's your favorite Jeep?  The Willy? The CJ? The Wrangler? Let us know in the comments below! \n\nIt premiered at the World's Fair in 1917 and has evolved into perhaps the most iconic, legendary, and well-known car of all time. It's looked great (Mach 1), bad (Mustang 2), boxy (Foxbody), round (sn-95), and now--arguably--back to great again. \n\nWhat's your favorite Mustang? The classic fastback? The agro notchback? The SVT cobra? The new mustang? What about the new new mustang?\n\nCheck out more Donut Media Videos: https://youtu.be/Pz8IGLgFE2s?list=PLFl907chpCa7c7xUVrvc6iXv-kWfvIdHU\n\nSome of our best videos ever are coming out soon, stay tuned so you won't miss a thing!\n►Subscribe here: http://bit.ly/1JQ3qvO\n\nLike us on Facebook: https://www.facebook.com/donutmedia/\n\nClick here if you want to learn more about Donut Media: http://www.donut.media/\n\nDonut Media is at the center of digital media for the next generation of automotive and motorsports enthusiasts. We are drivers, drifters, and car enthusiasts who love to tell stories.",4,0.9846637829335432,0.0185841548703932,0.003690522300255,1,Autos & Vehicles,great cars series
64,JuUi12XbalE,2017-12-17 00:00:00,"How a $4,550 Bespoke Bicycle is Made",Bloomberg,2,2017-12-13 14:54:32,"Bicycles|""bloomberg""|""business news""|""Cycling""|""Bike racing""|""custom bikes""|""vintage""|""hand-crafted""|""gifts""|""handmade""|""MADE""|""documentary""|""dorset""|""UK""|""England""",28308,436,55,49,"In a small workshop on the south coast of England, Sven Cycles makes dream bicycles that last a lifetime. \n\nMADE is a series of simple, lovely short films that demonstrate how everyday luxury objects are created. \n\nVideo by Leila Hussain\n\n----------\nLike this video? Subscribe to Bloomberg on YouTube: http://www.youtube.com/Bloomberg?sub_confirmation=1\nBloomberg is the First Word in business news, delivering breaking news & analysis, up-to-the-minute market data, \nfeatures, profiles and more: http://www.bloomberg.com\nConnect with us on...\nTwitter: https://twitter.com/business\nFacebook: https://www.facebook.com/bloombergbusiness\nInstagram: https://www.instagram.com/bloombergbusiness/\n\nView and Add Comments                                                                                                                         0 Comments",3,0.8879837067209776,0.0173449201639112,0.0017309594460929,0,Autos & Vehicles,bike/motorcycle
65,SlbY1tGARUA,2018-02-09 00:00:00,"Official Ram Trucks Super Bowl Commercial | Dr. Martin Luther King, Jr. | Built to Serve",Ram Trucks,2,2018-02-05 00:45:18,"Built To Serve|""Ram Serve""|""Sunday Service""|""MLK Speech""|""MLK Super Bowl Commercial""|""MLK Super Bowl Ad""|""Martin Luther King Commercial""|""Martin Luther King Jr""|""MLK Jr Ad""|""MLK Video""|""MLK Commercial""|""Truck Speech Commercial""|""Ram 1500""|""Ram Trucks""|""2019 Ram 1500""|""Dodge Ram""|""Ram Pickup""|""Ram Super Bowl""|""Ram SB""|""Ram Super Bowl Commercial""|""Super Bowl""|""SB LII Commercial""|""2019 Super Bowl""|""New Ram Commercial""|""Ram Official Super Bowl Commercial""|""Ram Official Super Bowl Ad""",2294097,5503,12290,2595,"In the spirit of Dr. Martin Luther King, Jr., Ram truck owners also believe in a life of serving others.\n\nThey serve because they’re driven by a higher calling. They serve because they feel a shared responsibility and commitment to their family and community. They serve because they’re men and women of their word. They serve because they know the world could use a little more kindness.\n\n\n\n\nWith legendary power, performance and dependability, we’re determined to work hard and play even harder, boldly forging ahead to get the job done. \nIf you have questions about our products or would like to contact Ram Trucks directly, please use the Contact Us option from our website: www.ramtrucks.com\n\nSubscribe to the Ram Trucks YouTube channel: https://www.youtube.com/ramtrucks \n\nFollow Ram Trucks on Social:\n• Facebook: http://facebook.com/ramtrucks \n• Twitter: http://twitter.com/ramtrucks \n• Instagram: https://instagram.com/ramtrucks/ \n• Tumblr: http://ramtrucks.tumblr.com/ \n• RamZone Blog: http://blog.ramtrucks.com/",3,0.3092789299162592,0.007755992880859,0.00113116402663,0,Autos & Vehicles,great cars series
66,Hy71N2OSGZA,2018-01-13 00:00:00,World premiere of the new Mercedes-Benz User Experience MBUX,Mercedes-Benz,2,2018-01-09 20:37:02,"mercedes-benz|""world premiere""|""CES Las Vegas""",44216,929,33,74,Missed our #CES2018 press conference and the new infotainment system MBUX ? Here you can watch it in full length again.\n01:04 Ola Källenius\n08:15 Gorden Wagener\n16:29 Sajjad Khan\n18:26 MBUX Video,3,0.9656964656964656,0.0217568301067486,0.0016736023159037,1,Autos & Vehicles,great cars series
67,pjuPpVLXDQg,2017-11-16 00:00:00,Train Swipes Parked Vehicle,ViralHog,2,2017-11-13 00:46:11,"2017|""viralhog""|""Crash""|""Fail""|""Featured""|""train""|""swipe""|""crashes""|""destroy""|""destroys""|""vehicle""|""parked""|""car""|""truck""|""Vietnam""|""accident""|""collision""|""trending""",100120,154,15,48,"Occurred on November 10, 2017 / Ha Noi, Vietnam\n\nWhen walking my dog on the street, I saw a train coming up to the truck parked by the trail. However, the truck driver sitting on the pavement opposite to the trail didn't do anything when hearing the horn from the train. As a result, the truck was destroyed by the train.\n\n\nTO SEE THE HOTTEST VIRAL VIDEOS DAILY...\nSubscribe to us on YouTube: https://goo.gl/A0gBKk\nLike us on Facebook: https://goo.gl/XQWqJt\nFollow us on Instagram: https://goo.gl/NMq8dl\nFollow us on Twitter: https://goo.gl/pF8Xop\n\nViralHog is the resource for the best viral content.  \nSubmit your own great video and make money: https://goo.gl/yejGkm\n\nContact licensing@viralhog.com to license this or any ViralHog video.",2,0.9112426035502958,0.0016879744306831,0.0004794246903715,1,Autos & Vehicles,accident
